a1X,a1Y,a1Z,g1X,g1Y,g1Z,a2X,a2Y,a2Z,g2X,g2Y,g2Z
-0.189,-0.898,-0.427,-8.850,-6.775,10.254,2.28,-1.54,10.55,-0.28,0.12,0.05
-0.132,-0.926,-0.451,-6.714,7.019,2.441,2.34,-1.45,10.47,-0.22,0.08,-0.02
-0.091,-0.974,-0.466,-5.493,10.986,0.671,2.40,-1.55,10.47,-0.14,0.05,-0.11
0.001,-1.008,-0.491,-17.761,15.442,-6.104,2.47,-1.81,10.44,0.01,0.03,-0.18
0.016,-0.914,-0.459,-28.564,12.390,-6.836,2.63,-1.61,10.68,0.05,0.03,-0.16
0.001,-0.838,-0.427,-24.658,-1.892,8.606,2.66,-1.51,10.75,-0.06,0.08,-0.07
-0.030,-0.920,-0.454,-14.038,-7.629,17.151,2.53,-1.73,10.48,-0.17,0.12,0.00
-0.036,-1.083,-0.476,-19.470,-5.005,8.850,2.46,-1.96,10.47,-0.14,0.13,0.05
-0.053,-1.104,-0.474,-29.785,-3.357,0.549,2.48,-2.10,10.73,-0.03,0.15,0.06
-0.055,-1.032,-0.440,-45.349,0.305,-6.348,2.41,-2.17,10.81,0.13,0.19,0.02
-0.000,-1.003,-0.435,-48.401,2.625,-9.460,2.35,-2.06,10.87,0.30,0.22,-0.04
-0.031,-0.836,-0.337,-52.734,1.099,-12.268,2.28,-1.65,10.88,0.32,0.24,-0.05
-0.026,-0.754,-0.301,-44.800,0.183,-6.042,2.11,-1.38,10.69,0.20,0.25,-0.04
-0.004,-0.778,-0.297,-16.541,-2.136,8.179,1.86,-1.27,10.37,0.04,0.23,-0.01
-0.015,-0.863,-0.313,-2.625,-3.540,10.620,1.70,-1.45,10.24,-0.10,0.15,-0.02
0.000,-1.060,-0.391,7.080,0.977,9.399,1.66,-1.75,10.25,-0.10,0.07,-0.05
-0.016,-1.088,-0.397,0.000,4.761,-13.184,1.71,-1.97,10.39,0.02,0.03,-0.09
-0.045,-1.097,-0.413,-18.494,11.047,-19.592,1.79,-2.11,10.53,0.25,0.01,-0.18
0.016,-1.038,-0.404,-37.170,16.785,-27.588,2.01,-2.01,10.86,0.44,-0.00,-0.24
0.025,-0.931,-0.363,-43.579,11.597,-26.245,2.21,-1.68,11.12,0.46,0.03,-0.23
-0.007,-0.885,-0.323,-28.687,-0.732,-10.376,2.20,-1.55,10.97,0.35,0.09,-0.16
-0.032,-0.895,-0.300,-21.362,-3.296,-5.127,2.06,-1.52,10.70,0.26,0.11,-0.10
-0.098,-0.961,-0.289,-11.292,-2.563,-6.042,1.90,-1.48,10.44,0.27,0.10,-0.09
-0.122,-1.011,-0.299,-10.864,1.709,-11.841,1.77,-1.47,10.28,0.40,0.05,-0.14
-0.127,-1.085,-0.338,-22.949,16.418,-37.537,1.69,-1.53,10.18,0.66,0.00,-0.26
-0.102,-1.087,-0.359,-33.325,26.428,-54.138,1.77,-1.49,10.27,1.01,-0.06,-0.43
-0.069,-1.036,-0.354,-52.612,36.255,-76.172,1.98,-1.28,10.52,1.33,-0.09,-0.57
-0.039,-1.010,-0.346,-56.519,37.537,-79.041,2.16,-1.05,10.78,1.50,-0.08,-0.65
-0.011,-0.950,-0.311,-54.199,28.748,-71.899,2.28,-0.86,10.98,1.54,-0.06,-0.67
0.005,-0.951,-0.292,-48.401,21.973,-64.697,2.31,-0.70,11.08,1.49,-0.02,-0.62
-0.107,-0.930,-0.202,-38.025,1.709,-44.861,2.32,-0.23,11.15,1.33,0.03,-0.47
-0.164,-0.897,-0.166,-32.837,-5.554,-30.884,2.22,0.34,11.06,1.11,0.09,-0.29
-0.301,-0.897,-0.138,-17.883,-12.878,-8.789,2.10,0.85,10.87,0.87,0.11,-0.15
-0.347,-0.961,-0.160,-11.658,-12.024,-2.747,2.05,1.22,10.74,0.69,0.10,-0.08
-0.361,-1.063,-0.187,-11.414,-2.686,0.122,2.08,1.45,10.75,0.60,0.08,-0.10
-0.330,-1.092,-0.223,-16.785,2.808,-2.991,2.16,1.49,10.85,0.57,0.07,-0.17
-0.228,-1.115,-0.264,-33.203,13.428,-17.395,2.27,1.40,10.97,0.60,0.08,-0.24
-0.196,-1.090,-0.247,-42.053,14.832,-22.644,2.37,1.26,11.13,0.65,0.12,-0.28
-0.139,-1.025,-0.192,-50.659,14.893,-25.513,2.31,1.07,11.11,0.71,0.20,-0.28
-0.119,-0.983,-0.166,-50.110,5.371,-22.888,2.18,1.06,11.02,0.76,0.26,-0.26
-0.269,-0.861,-0.172,-39.795,-3.052,-15.503,2.07,1.31,10.92,0.70,0.29,-0.20
-0.089,-0.831,-0.054,-22.888,10.620,7.629,1.91,1.50,10.70,0.55,0.29,-0.11
-0.168,-0.963,-0.125,-12.024,-1.282,4.578,1.78,1.53,10.42,0.37,0.24,-0.04
-0.240,-0.987,-0.102,-25.208,-10.925,-1.953,1.73,1.47,10.39,0.24,0.14,0.00
-0.251,-0.987,-0.123,-21.973,-7.996,1.465,1.73,1.42,10.46,0.21,0.06,0.02
-0.228,-1.028,-0.125,-9.949,-2.136,0.916,1.71,1.41,10.47,0.26,0.04,0.01
-0.223,-1.035,-0.122,-11.292,-1.465,-5.676,1.65,1.39,10.38,0.39,0.03,-0.05
-0.216,-1.031,-0.102,-26.428,2.625,-24.414,1.66,1.58,10.53,0.51,-0.00,-0.10
-0.241,-0.974,-0.087,-30.945,3.296,-25.635,1.87,2.03,10.88,0.49,-0.01,-0.11
-0.251,-0.921,-0.058,-20.203,-2.747,-3.540,2.03,2.35,11.08,0.30,0.03,-0.05
-0.265,-0.926,-0.066,-9.705,-7.751,11.719,2.10,2.56,11.15,0.03,0.06,0.04
-0.275,-1.028,-0.100,5.859,-14.343,38.086,2.17,2.74,11.20,-0.28,0.07,0.14
-0.277,-1.002,-0.080,6.287,-19.348,45.837,2.31,3.02,11.44,-0.64,0.10,0.26
-0.321,-0.973,-0.052,11.536,-27.466,65.002,2.30,3.18,11.32,-1.03,0.20,0.40
-0.280,-0.896,-0.055,14.648,-26.733,70.984,2.03,2.89,10.79,-1.34,0.30,0.51
-0.245,-0.941,-0.069,15.564,-22.400,62.927,1.74,2.32,10.33,-1.47,0.32,0.56
-0.258,-1.033,-0.091,13.489,-18.860,54.565,1.60,1.87,10.20,-1.43,0.29,0.53
-0.224,-1.071,-0.126,10.620,-7.019,36.194,1.61,1.47,10.36,-1.26,0.25,0.42
-0.128,-1.034,-0.148,2.014,-3.479,29.907,1.65,1.09,10.54,-1.09,0.24,0.30
-0.062,-0.999,-0.157,0.366,-0.916,25.574,1.64,0.62,10.60,-0.95,0.23,0.19
0.014,-1.018,-0.185,0.305,0.366,22.888,1.58,0.06,10.59,-0.81,0.21,0.12
0.030,-1.043,-0.186,-1.221,0.427,10.925,1.50,-0.47,10.59,-0.62,0.18,0.08
-0.000,-1.074,-0.138,-6.592,0.122,3.418,1.37,-0.71,10.60,-0.36,0.14,0.05
-0.051,-1.012,-0.106,-14.099,0.916,-7.812,1.24,-0.64,10.59,-0.06,0.12,0.01
-0.067,-0.998,-0.096,-15.137,2.319,-11.719,1.17,-0.40,10.58,0.16,0.09,-0.05
-0.064,-0.998,-0.094,-14.709,3.906,-14.587,1.18,-0.09,10.69,0.31,0.05,-0.09
-0.090,-1.030,-0.104,-13.489,1.709,-12.024,1.33,0.34,11.01,0.32,0.01,-0.09
-0.095,-1.039,-0.079,-8.484,-2.563,5.310,1.47,0.65,11.33,0.20,0.01,-0.06
-0.082,-1.083,-0.094,-2.380,-5.432,14.709,1.54,0.82,11.49,0.03,0.04,-0.01
-0.116,-1.051,-0.064,-5.920,-10.559,19.775,1.50,0.85,11.40,-0.10,0.11,0.03
-0.118,-1.033,-0.062,-8.057,-10.254,17.761,1.43,0.87,11.24,-0.17,0.15,0.06
-0.146,-1.039,-0.049,-10.742,-10.437,14.099,1.43,0.97,11.14,-0.21,0.14,0.07
-0.180,-1.006,-0.026,-13.062,-11.230,15.198,1.44,1.23,11.12,-0.26,0.17,0.10
-0.188,-0.996,-0.036,-14.404,-8.484,23.132,1.44,1.40,11.08,-0.35,0.22,0.15
-0.156,-0.976,-0.045,-14.954,-4.517,28.687,1.43,1.44,11.09,-0.51,0.28,0.18
-0.068,-0.969,-0.079,-9.888,1.038,43.640,1.43,1.24,11.11,-0.73,0.34,0.20
-0.035,-1.017,-0.105,-4.883,1.221,52.185,1.51,0.90,11.25,-0.96,0.38,0.24
0.002,-1.111,-0.166,2.380,-4.639,71.350,1.67,0.61,11.50,-1.20,0.43,0.28
0.029,-1.118,-0.181,3.479,-8.423,82.275,1.89,0.30,11.84,-1.47,0.54,0.35
0.102,-1.031,-0.172,6.226,-18.494,107.483,1.94,-0.11,11.91,-1.78,0.68,0.45
0.169,-1.004,-0.178,12.390,-22.278,118.042,1.71,-0.82,11.62,-2.01,0.80,0.53
0.219,-1.012,-0.179,24.292,-29.602,119.141,1.32,-1.58,11.15,-2.09,0.84,0.58
0.226,-1.028,-0.193,24.536,-30.090,109.192,0.97,-2.21,10.71,-2.01,0.83,0.57
0.221,-0.989,-0.157,11.536,-25.269,80.566,0.69,-2.60,10.37,-1.82,0.79,0.54
0.234,-0.981,-0.156,6.775,-22.522,66.956,0.47,-2.82,10.17,-1.56,0.73,0.48
0.233,-0.989,-0.130,3.235,-23.499,44.556,0.33,-2.95,10.11,-1.27,0.64,0.42
0.180,-1.048,-0.133,2.563,-24.048,32.898,0.26,-2.91,10.09,-0.96,0.54,0.38
0.057,-1.084,-0.076,-9.155,-18.127,12.024,0.28,-2.64,10.22,-0.62,0.49,0.32
0.059,-1.036,-0.059,-13.428,-15.076,8.423,0.34,-2.09,10.40,-0.25,0.45,0.20
0.026,-1.069,-0.072,-19.165,-12.329,-1.709,0.47,-1.64,10.59,-0.02,0.44,0.14
0.018,-1.057,-0.050,-24.292,-10.803,-0.305,0.64,-1.13,10.84,0.14,0.47,0.11
-0.044,-1.005,-0.002,-25.513,-11.841,12.512,0.76,-0.41,11.12,0.14,0.53,0.14
-0.077,-0.998,0.021,-22.217,-11.841,21.667,0.65,0.07,11.07,0.04,0.59,0.17
-0.067,-0.971,0.034,-13.184,-12.695,35.339,0.41,0.35,10.89,-0.07,0.65,0.17
-0.003,-0.898,0.045,-18.860,-4.517,29.968,0.20,0.31,10.64,-0.18,0.65,0.15
0.107,-1.001,-0.028,-13.000,0.244,24.963,0.11,0.00,10.56,-0.25,0.62,0.10
-,-,-,-,-,-,-,-,-,-,-,-
1.758,-1.668,-1.048,170.410,12.634,46.692,-4.98,-14.19,-0.70,-8.24,-2.31,0.59
2.452,-2.583,-2.151,134.888,-18.188,34.424,0.81,-24.08,7.63,-6.01,-1.84,0.28
1.007,-0.156,-0.108,2.380,-101.013,52.063,0.86,-19.39,8.30,-4.35,-0.03,0.10
0.438,-0.753,-0.399,118.774,-145.508,119.202,1.18,-14.93,8.99,-3.67,0.40,0.51
0.161,-0.334,0.011,103.271,-151.611,123.840,-0.58,-11.19,6.97,-3.19,0.78,0.82
-0.237,-0.560,0.165,114.136,-85.693,53.406,-2.27,-8.09,4.91,-2.49,0.87,0.46
-0.187,-0.751,0.124,98.328,-38.208,31.677,-2.65,-6.45,4.40,-1.75,0.61,0.15
0.119,-1.198,-0.382,46.509,27.832,4.944,-1.85,-6.19,5.36,-1.02,0.51,-0.26
0.455,-1.129,-0.564,5.737,50.049,-8.728,-0.25,-6.66,7.18,-0.39,0.44,-0.63
0.717,-1.152,-0.696,-18.677,37.659,24.841,1.13,-7.18,8.73,-0.23,0.62,-0.72
0.617,-0.739,-0.532,-34.424,-1.404,60.669,1.11,-7.35,8.16,-0.31,0.87,-0.55
0.594,-0.296,-0.306,-49.744,-1.587,52.612,0.30,-7.17,6.65,-0.44,0.86,-0.37
0.605,-0.271,-0.293,-25.635,1.587,38.452,-0.35,-7.25,5.65,-0.57,0.69,-0.29
0.847,-0.501,-0.423,-9.949,5.798,31.616,-0.66,-7.93,5.09,-0.61,0.56,-0.24
0.881,-0.625,-0.425,-18.494,1.709,13.916,-0.81,-8.78,4.69,-0.58,0.41,-0.18
0.877,-0.306,-0.400,-33.142,-2.075,6.104,-1.05,-9.14,4.34,-0.53,0.24,-0.09
0.917,-0.407,-0.347,2.930,-7.812,4.395,-1.19,-9.41,4.13,-0.44,0.19,-0.03
0.876,-0.636,-0.435,19.226,-14.954,5.798,-1.42,-9.68,3.91,-0.22,0.01,-0.04
0.857,-0.585,-0.338,-27.466,0.732,-10.071,-1.47,-9.89,3.92,0.03,0.16,-0.05
0.836,-0.495,-0.334,-43.457,1.587,-12.329,-1.55,-9.74,4.13,0.21,0.24,-0.07
0.831,-0.622,-0.355,-38.696,2.014,-13.489,-1.59,-9.68,4.31,0.33,0.22,-0.13
0.846,-0.680,-0.366,-42.664,4.211,-14.893,-1.48,-9.63,4.58,0.48,0.30,-0.13
0.806,-0.623,-0.296,-61.951,0.244,-13.306,-1.45,-9.45,4.85,0.61,0.38,-0.15
0.745,-0.661,-0.273,-63.782,-0.854,-12.634,-1.63,-9.39,4.80,0.78,0.50,-0.13
0.691,-0.675,-0.264,-79.834,15.625,-27.039,-1.90,-9.32,4.88,1.05,0.56,-0.26
0.755,-0.864,-0.328,-81.787,27.893,-40.161,-1.69,-9.22,5.37,1.39,0.56,-0.45
0.661,-0.741,-0.313,-115.540,35.339,-53.040,-1.30,-8.80,6.09,1.61,0.67,-0.53
0.585,-0.795,-0.279,-107.483,37.598,-41.992,-1.13,-8.26,6.68,1.74,0.85,-0.59
0.559,-0.748,-0.284,-106.140,46.082,-42.236,-1.16,-8.07,6.78,1.88,1.05,-0.72
0.555,-0.744,-0.280,-106.628,71.533,-72.815,-1.46,-8.27,6.43,2.14,1.16,-0.94
0.683,-0.845,-0.381,-108.215,88.745,-108.337,-1.72,-8.97,5.85,2.66,1.18,-1.29
0.791,-0.948,-0.410,-129.639,113.892,-181.641,-1.83,-9.48,5.66,3.43,1.16,-1.63
0.769,-0.876,-0.355,-151.733,122.559,-221.375,-1.94,-9.19,5.64,4.26,0.94,-1.77
0.733,-0.766,-0.242,-167.847,121.704,-268.616,-1.64,-7.87,6.34,4.87,0.64,-1.91
0.675,-0.718,-0.248,-154.724,116.272,-257.446,-1.19,-6.51,7.32,5.16,0.62,-2.12
0.708,-0.688,-0.162,-121.521,82.214,-185.059,-0.81,-5.50,8.15,4.98,0.66,-2.08
0.627,-0.499,-0.126,-101.318,61.462,-139.099,-0.77,-4.75,8.52,4.42,0.68,-1.81
0.593,-0.408,-0.033,-62.500,37.964,-68.298,-0.97,-4.33,8.38,3.65,0.65,-1.43
0.508,-0.431,-0.015,-42.786,25.208,-43.152,-1.27,-4.05,8.07,2.86,0.55,-1.05
0.426,-0.618,-0.035,-12.817,9.033,-19.775,-1.47,-3.84,7.88,2.16,0.38,-0.74
0.360,-0.746,-0.054,-4.639,4.517,-17.883,-1.50,-3.71,8.05,1.57,0.16,-0.48
0.242,-0.991,-0.129,3.357,2.502,-27.100,-1.25,-3.67,8.59,1.21,-0.04,-0.34
0.172,-1.140,-0.161,4.150,4.456,-32.104,-0.84,-3.66,9.33,1.03,-0.19,-0.31
0.203,-1.185,-0.181,-9.033,17.395,-37.231,-0.39,-3.50,10.15,0.97,-0.26,-0.33
0.253,-1.171,-0.182,-14.099,21.179,-37.170,-0.02,-3.45,10.84,0.95,-0.22,-0.40
0.335,-1.065,-0.160,-22.034,21.851,-30.823,0.13,-3.44,11.09,0.90,-0.13,-0.43
0.364,-1.007,-0.169,-23.987,19.348,-27.100,0.20,-3.47,11.07,0.82,-0.03,-0.40
0.354,-0.924,-0.145,-23.499,9.827,-18.982,0.19,-3.48,10.95,0.70,0.04,-0.33
0.324,-0.908,-0.131,-19.653,4.333,-12.878,0.13,-3.36,10.87,0.53,0.09,-0.23
0.274,-0.937,-0.123,-8.545,-1.587,3.357,0.07,-3.25,10.74,0.32,0.11,-0.13
0.251,-0.986,-0.123,-5.310,-2.014,9.277,0.03,-3.18,10.65,0.13,0.14,-0.06
0.238,-0.997,-0.133,-7.202,0.061,12.329,0.05,-3.14,10.64,-0.01,0.17,-0.02
0.246,-0.992,-0.137,-7.690,1.648,12.207,0.04,-3.14,10.61,-0.10,0.19,-0.01
0.292,-1.006,-0.127,-9.521,3.906,10.254,-0.01,-3.25,10.51,-0.15,0.21,-0.01
0.312,-0.970,-0.116,-12.939,4.822,8.606,-0.13,-3.38,10.42,-0.16,0.24,-0.01
0.356,-0.909,-0.103,-12.939,5.066,5.798,-0.27,-3.51,10.32,-0.16,0.25,-0.02
0.377,-0.903,-0.095,-9.888,4.028,6.287,-0.43,-3.65,10.19,-0.17,0.24,-0.02
0.401,-0.893,-0.094,-5.554,1.343,7.080,-0.58,-3.80,10.04,-0.17,0.21,-0.02
0.402,-0.929,-0.100,-4.089,-0.549,5.310,-0.69,-3.92,9.91,-0.15,0.18,0.00
0.373,-0.926,-0.086,-8.118,-2.319,-0.977,-0.77,-3.96,9.83,-0.11,0.15,0.03
0.349,-0.935,-0.095,-8.423,-2.319,-3.235,-0.72,-3.92,9.94,-0.07,0.12,0.05
0.298,-1.017,-0.102,-6.470,-3.601,-2.625,-0.57,-3.79,10.19,-0.03,0.10,0.05
0.294,-1.022,-0.093,-6.958,-3.357,1.282,-0.50,-3.65,10.40,-0.02,0.12,0.05
0.302,-1.000,-0.095,-9.033,-2.502,2.136,-0.47,-3.55,10.47,-0.00,0.15,0.04
0.301,-0.966,-0.084,-12.573,-1.465,1.160,-0.51,-3.46,10.36,0.00,0.19,0.04
0.302,-0.920,-0.080,-13.245,-0.977,0.061,-0.55,-3.40,10.25,0.01,0.20,0.04
0.301,-0.918,-0.078,-11.841,15.259,0.549,-0.57,-3.38,10.18,-0.00,0.20,0.03
0.319,-0.958,-0.099,-8.850,-0.061,1.648,-0.54,-3.39,10.25,-0.02,0.19,0.03
0.325,-0.998,-0.106,-6.897,-1.709,4.944,-0.45,-3.46,10.42,-0.05,0.18,0.03
0.322,-1.049,-0.111,-7.507,-2.441,6.653,-0.39,-3.49,10.61,-0.08,0.19,0.04
0.320,-1.027,-0.069,-12.817,-4.028,9.521,-0.39,-3.48,10.74,-0.10,0.23,0.06
0.331,-0.951,-0.054,-16.785,-3.357,9.888,-0.55,-3.49,10.51,-0.09,0.30,0.07
0.335,-0.905,-0.047,-17.761,-2.441,4.700,-0.72,-3.52,10.22,-0.06,0.34,0.07
0.324,-0.960,-0.049,-15.869,-2.441,3.357,-0.82,-3.44,10.20,-0.02,0.34,0.06
0.328,-0.985,-0.035,-17.090,-1.038,6.042,-0.89,-3.35,10.32,-0.01,0.36,0.06
0.364,-0.964,-0.040,-19.470,-0.427,6.836,-0.98,-3.43,10.21,-0.00,0.40,0.06
0.409,-0.830,-0.007,-24.841,-0.549,1.648,-1.19,-3.55,9.92,0.04,0.43,0.06
0.426,-0.842,-0.036,-23.132,-1.709,-1.831,-1.31,-3.68,9.74,0.10,0.41,0.08
0.389,-0.927,-0.025,-16.785,-7.385,-2.197,-1.34,-3.63,9.84,0.12,0.36,0.10
0.359,-0.971,-0.024,-15.259,-8.972,-0.610,-1.31,-3.56,10.03,0.12,0.33,0.14
0.275,-1.083,-0.009,-15.381,-10.559,0.244,-1.22,-3.40,10.38,0.13,0.31,0.17
0.259,-1.058,0.004,-18.799,-8.789,0.610,-1.20,-3.17,10.52,0.16,0.35,0.17
0.304,-0.926,0.014,-28.137,-3.052,-1.587,-1.28,-3.05,10.37,0.20,0.40,0.14
0.337,-0.854,0.031,-30.579,-0.610,-3.601,-1.51,-3.04,9.97,0.24,0.44,0.12
0.371,-0.921,0.025,-29.297,2.197,-11.658,-1.62,-3.14,9.85,0.30,0.43,0.08
0.376,-0.958,0.015,-28.320,1.160,-13.672,-1.61,-3.11,10.00,0.36,0.41,0.08
0.302,-0.922,0.040,-29.358,-2.197,-11.230,-1.59,-2.91,10.20,0.36,0.41,0.11
0.296,-0.842,0.057,-28.198,-1.587,-7.202,-1.68,-2.74,10.09,0.31,0.41,0.14
0.289,-0.853,0.043,-15.686,-0.061,-3.845,-1.80,-2.69,9.94,0.23,0.33,0.14
0.257,-1.024,0.024,-5.859,-0.793,-3.357,-1.64,-2.62,10.36,0.17,0.22,0.11
0.279,-1.214,-0.021,-4.944,-0.122,0.977,-1.41,-2.67,10.87,0.14,0.18,0.07
0.327,-1.137,-0.010,-12.756,1.221,0.000,-1.35,-2.89,10.99,0.18,0.22,0.03
0.373,-0.923,0.016,-25.146,1.953,-10.864,-1.44,-2.96,10.83,0.24,0.23,-0.00
0.371,-0.896,0.032,-21.667,0.488,-10.803,-1.54,-2.94,10.64,0.25,0.22,-0.00
0.331,-0.956,0.033,-13.306,-3.113,-3.479,-1.61,-2.89,10.55,0.21,0.20,0.03
0.317,-0.926,0.060,-12.817,-2.686,-1.953,-1.70,-2.81,10.42,0.16,0.20,0.05
0.281,-0.934,0.050,-9.338,-1.343,-2.197,-1.73,-2.67,10.35,0.13,0.18,0.05
0.279,-0.966,0.061,-7.812,-0.488,-2.136,-1.73,-2.57,10.37,0.09,0.16,0.04
0.327,-0.977,0.045,-8.667,1.221,-1.221,-1.72,-2.58,10.41,0.07,0.15,0.03
0.353,-0.969,0.046,-9.644,0.671,-0.671,-1.73,-2.69,10.43,0.06,0.15,0.03
0.374,-0.904,0.049,-9.949,-2.258,-0.732,-1.80,-2.83,10.28,0.06,0.15,0.04
0.343,-0.892,0.050,-8.545,-3.967,-2.319,-1.83,-2.84,10.18,0.07,0.13,0.06
0.352,-0.983,0.029,-3.906,-4.761,-5.432,-1.84,-2.91,10.18,0.10,0.10,0.05
0.356,-0.998,0.033,-4.700,-6.042,-10.254,-1.81,-2.93,10.28,0.16,0.07,0.04
0.318,-0.922,0.074,-7.935,-6.592,-12.085,-1.85,-2.79,10.30,0.21,0.06,0.04
0.295,-0.974,0.063,-3.296,-6.592,-11.963,-1.86,-2.59,10.31,0.23,0.03,0.04
0.302,-1.018,0.069,-2.747,-6.348,-10.010,-1.84,-2.51,10.42,0.23,0.01,0.04
0.325,-0.928,0.079,-8.423,-4.517,-11.230,-1.87,-2.48,10.43,0.25,0.03,0.03
0.302,-0.883,0.098,-8.911,-5.066,-12.451,-1.93,-2.36,10.34,0.26,0.03,0.04
0.231,-0.927,0.119,-2.319,-5.859,-10.437,-1.98,-2.15,10.25,0.24,0.00,0.05
0.209,-0.997,0.112,0.061,-4.761,-9.094,-1.94,-1.90,10.40,0.21,-0.02,0.04
0.236,-0.990,0.103,-1.038,-1.343,-3.479,-1.85,-1.76,10.61,0.18,-0.00,0.01
0.259,-0.947,0.099,-2.136,-0.671,-1.648,-1.85,-1.70,10.62,0.12,0.03,-0.01
0.257,-0.954,0.112,-2.075,-0.061,0.305,-1.88,-1.71,10.56,0.07,0.06,-0.01
0.267,-0.920,0.100,-3.723,1.282,-0.488,-1.92,-1.73,10.46,0.04,0.08,-0.02
0.288,-0.914,0.111,-1.892,0.916,0.122,-1.95,-1.76,10.38,-0.00,0.08,-0.02
0.304,-0.918,0.101,-1.099,1.160,0.061,-2.02,-1.86,10.29,-0.03,0.07,-0.02
0.295,-0.995,0.078,1.770,0.916,-1.465,-2.03,-1.96,10.33,-0.05,0.05,-0.02
0.288,-1.037,0.071,2.686,0.732,-1.709,-1.94,-2.07,10.53,-0.06,0.04,-0.03
-,-,-,-,-,-,-,-,-,-,-,-
1.576,-0.968,-0.767,231.445,-69.458,229.797,0.41,-2.72,12.87,-5.92,-1.87,0.78
1.144,-0.001,-0.281,199.341,-123.352,133.545,-1.61,-7.91,7.38,-5.74,-1.39,1.46
0.876,-0.242,-0.412,207.642,-129.944,88.928,-2.13,-8.52,5.47,-5.15,-1.74,1.72
0.676,-1.637,-1.027,220.215,-133.728,60.181,-0.79,-9.29,6.99,-4.44,-1.84,1.88
0.449,-1.459,-0.739,164.856,-134.644,77.148,-0.26,-9.03,8.88,-4.06,-1.65,1.93
0.505,-0.541,-0.234,109.924,-81.970,87.158,-1.24,-8.86,7.68,-3.59,-1.14,1.69
0.529,-0.475,-0.073,107.727,-28.625,44.556,-2.48,-8.19,5.68,-2.97,-0.95,1.29
0.788,-0.417,-0.208,88.867,-7.446,35.522,-3.03,-7.89,4.95,-2.42,-0.63,0.95
0.901,-0.693,-0.358,57.861,19.287,3.540,-3.29,-9.00,4.49,-1.86,-0.46,0.43
1.124,-0.781,-0.564,38.635,19.287,-8.362,-2.80,-10.22,5.08,-1.31,-0.43,0.23
0.883,-0.722,-0.393,16.663,-6.897,-11.658,-2.21,-9.90,5.84,-0.78,-0.26,0.10
0.492,-0.786,-0.382,8.362,-6.592,-9.583,-1.76,-8.86,6.31,-0.43,-0.16,0.06
0.475,-0.610,-0.387,-9.094,0.244,-6.531,-1.30,-7.84,6.96,-0.18,-0.06,-0.02
0.509,-0.664,-0.424,0.366,0.793,-3.235,-0.98,-7.28,7.39,-0.13,-0.04,-0.07
0.506,-0.807,-0.414,14.221,0.549,-0.244,-0.77,-7.06,7.63,-0.16,-0.07,-0.06
0.592,-0.717,-0.401,10.986,1.587,1.465,-0.70,-7.07,7.75,-0.16,-0.05,-0.06
0.711,-0.788,-0.479,8.789,-2.747,6.592,-0.77,-7.50,7.60,-0.14,-0.04,-0.03
0.718,-0.735,-0.483,-3.235,-3.845,3.418,-0.82,-7.82,7.53,-0.09,-0.02,0.01
0.595,-0.606,-0.385,-10.803,-7.080,1.831,-0.92,-7.65,7.36,-0.10,0.00,0.07
0.622,-0.696,-0.411,-4.333,-5.432,5.066,-0.97,-7.62,7.31,-0.09,0.02,0.07
0.627,-0.698,-0.377,-9.827,-2.808,4.700,-1.16,-7.65,7.16,-0.03,0.09,0.06
0.671,-0.565,-0.334,-22.400,6.653,-1.953,-1.48,-7.65,6.81,0.06,0.14,0.00
0.689,-0.589,-0.359,-20.874,10.254,-6.470,-1.68,-7.72,6.70,0.16,0.12,-0.08
0.679,-0.752,-0.430,-15.625,11.902,-13.611,-1.58,-7.83,6.89,0.26,0.07,-0.15
0.634,-0.735,-0.407,-22.400,10.559,-14.465,-1.34,-7.68,7.15,0.33,0.06,-0.18
0.573,-0.699,-0.394,-27.832,7.019,-9.766,-1.15,-7.36,7.45,0.35,0.07,-0.18
0.581,-0.659,-0.388,-25.757,6.775,-7.446,-1.08,-7.17,7.58,0.31,0.08,-0.19
0.656,-0.720,-0.405,-17.029,7.446,-4.333,-1.05,-7.26,7.59,0.26,0.09,-0.19
0.658,-0.720,-0.390,-19.287,6.287,-4.517,-1.13,-7.42,7.47,0.25,0.11,-0.18
0.646,-0.740,-0.384,-27.832,7.996,-8.911,-1.18,-7.52,7.40,0.29,0.13,-0.18
0.650,-0.823,-0.413,-31.311,8.362,-9.521,-1.11,-7.62,7.49,0.37,0.15,-0.20
0.613,-0.739,-0.370,-57.007,7.935,-12.512,-1.13,-7.56,7.45,0.48,0.21,-0.22
0.589,-0.683,-0.355,-65.613,8.667,-15.564,-1.17,-7.43,7.50,0.57,0.23,-0.26
0.598,-0.790,-0.412,-61.523,12.756,-17.029,-1.16,-7.43,7.64,0.66,0.24,-0.35
0.649,-0.750,-0.432,-65.369,19.043,-30.212,-1.17,-7.66,7.74,0.78,0.28,-0.46
0.700,-0.779,-0.405,-61.523,30.945,-39.856,-1.29,-8.05,7.50,0.97,0.33,-0.58
0.601,-0.821,-0.387,-75.378,42.725,-65.247,-1.44,-8.31,7.28,1.31,0.35,-0.73
0.537,-0.977,-0.444,-81.848,52.673,-82.336,-1.36,-8.34,7.35,1.76,0.34,-0.97
0.546,-1.052,-0.466,-122.681,73.975,-116.211,-1.07,-8.10,7.73,2.25,0.34,-1.26
0.598,-0.988,-0.494,-148.804,81.726,-130.310,-0.66,-7.83,7.95,2.72,0.40,-1.54
